name,year,selling_price,km_driven,fuel,transmission,mileage,engine,max_power,seats
Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000,Diesel,Automatic,13.68 kmpl,2393 CC,147.51 bhp,7.0
Maruti 800 AC,1999,80000,26320,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,5.0
Honda Civic 1.8 V MT,2008,375000,100000,Petrol,Manual,13.5 kmpl,1799 CC,130 bhp,5.0
Maruti Eeco 5 Seater AC BSIV,2017,400000,120000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,5.0
Mahindra Xylo E8 ABS Airbag,2011,600000,230000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,7.0
Renault KWID 1.0 RXT Optional,2016,315000,60000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,5.0
BMW 3 Series 320d Highline,2012,1100000,80000,Diesel,Automatic,16.07 kmpl,1995 CC,181 bhp,5.0
Maruti Swift Dzire VDi,2010,350000,190000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,5.0
Maruti Eeco 5 Seater AC BSIV,2016,375000,120000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,8.0
Maruti Celerio VXI,2015,350000,29000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,5.0
Maruti Wagon R LX Minor,2010,120000,120000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,5.0
Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7.0
Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Automatic,23.1 kmpl,998 CC,67.04 bhp,5.0
Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,8.0
Mahindra TUV 300 T8,2015,500000,120000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,7.0
Maruti Swift VDI BSIV,2015,490000,60000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,5.0
Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,5.0
Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,5.0
Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5.0
Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Manual,20.4 kmpl,1197 CC,83.11 bhp,5.0
Maruti Wagon R LXI BS IV,2014,310000,35000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti Alto LXi,2007,150000,50000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Manual,25.44 kmpl,936 CC,57.6 bhp,5.0
Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Manual,19.4 kmpl,1405 CC,70 bhp,5.0
Ford Figo Diesel EXI,2011,160000,112000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Mahindra Scorpio EX,2013,600000,70000,Diesel,Manual,14.0 kmpl,2523 CC,75 bhp,8.0
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Manual,20.5 kmpl,1598 CC,103.5 bhp,5.0
Tata Indigo LX,2007,120000,135000,Diesel,Manual,17.0 kmpl,1405 CC,70 bhp,5.0
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000,Diesel,Manual,12.99 kmpl,2494 CC,100.57 bhp,7.0
Tata Indigo TDI,2012,135000,146000,Diesel,Manual,19.61 kmpl,1405 CC,70 bhp,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5.0
Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000,Diesel,Manual,20.14 kmpl,1498 CC,88.5 bhp,5.0
Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Manual,20.14 kmpl,1197 CC,81.86 bhp,5.0
Renault KWID 1.0,2016,220000,20000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,5.0
Honda Civic 1.8 S MT,2006,121000,70000,Petrol,Manual,13.5 kmpl,1799 CC,130 bhp,5.0
Tata Indigo CS eLX BS IV,2017,350000,50000,Diesel,Manual,25.0 kmpl,1396 CC,69.01 bhp,5.0
Audi Q3 35 TDI Quattro Technology,2018,2200000,25000,Diesel,Automatic,15.17 kmpl,1968 CC,181 bhp,5.0
Hyundai i20 1.4 CRDi Asta,2011,280000,100000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,5.0
Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000,Petrol,Manual,17.0 kmpl,1198 CC,108.5 bhp,5.0
Hyundai i20 1.4 CRDi Asta,2011,320000,155000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,5.0
Ford Figo Diesel LXI,2012,140000,70000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti SX4 VDI,2012,310000,25000,Diesel,Manual,21.5 kmpl,1248 CC,88.8 bhp,5.0
Maruti 800 EX 5 Speed,2006,65000,120000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000,Diesel,Manual,18.2 kmpl,1248 CC,73.8 bhp,7.0
Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7.0
Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Manual,13.49 kmpl,2179 CC,138.03 bhp,5.0
Maruti Swift VDI,2012,380000,100000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,5.0
Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Manual,15.0 kmpl,1368 CC,90 bhp,5.0
Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Manual,22.95 kmpl,1248 CC,74 bhp,5.0
Mahindra Xylo D2,2011,200000,200000,Diesel,Manual,13.0 kmpl,2489 CC,95 bhp,8.0
Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Manual,17.8 kmpl,1248 CC,75 bhp,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,8.0
Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,5.0
Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,5.0
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Manual,18.2 kmpl,1248 CC,73.74 bhp,7.0
Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Manual,17.1 kmpl,1956 CC,170 bhp,5.0
Renault Duster 4x4,2014,650000,129000,Diesel,Manual,19.72 kmpl,1461 CC,108.45 bhp,5.0
Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Manual,20.5 kmpl,1248 CC,91.7 bhp,5.0
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Automatic,21.73 kmpl,1498 CC,108.62 bhp,5.0
Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Automatic,12.7 kmpl,2179 CC,187.7 bhp,5.0
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Manual,18.2 kmpl,1248 CC,73.74 bhp,7.0
Maruti 800 AC,2006,50000,40000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,4.0
Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Manual,20.52 kmpl,1197 CC,81.80 bhp,5.0
Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Manual,22.54 kmpl,1396 CC,88.76 bhp,5.0
Maruti Swift VDI,2012,425000,56000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,5.0
Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,5.0
Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,5.0
Tata Indica V2 eLX,2014,200000,55896,Diesel,Manual,25.0 kmpl,1396 CC,69 bhp,5.0
Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,5.0
Honda Brio V MT,2012,250000,97000,Petrol,Manual,19.4 kmpl,1198 CC,86.8 bhp,5.0
Maruti Alto 800 LXI,2014,206000,120000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Hyundai EON Magna Plus,2014,290000,50000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,5.0
Tata Nano Lx BSIV,2010,45000,30400,Petrol,Manual,26.0 kmpl,624 CC,35 bhp,4.0
Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,21.64 kmpl,1461 CC,84.8 bhp,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Automatic,14.84 kmpl,2143 CC,170 bhp,5.0
Maruti Alto LX,2010,170000,100000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Manual,17.8 kmpl,1248 CC,75 bhp,5.0
Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,5.0
Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Manual,20.92 kmpl,998 CC,67.1 bhp,5.0
Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Manual,19.33 kmpl,1968 CC,138.1 bhp,5.0
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,8.0
Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Automatic,28.4 kmpl,1248 CC,74 bhp,5.0
Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Manual,20.0 kmpl,1399 CC,68.1 bhp,5.0
Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,5.0
Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,5.0
Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Manual,18.0 kmpl,1198 CC,86.7 bhp,5.0
Maruti A-Star Vxi,2010,165000,66000,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,5.0
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Manual,13.93 kmpl,2179 CC,138 bhp,7.0
Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Manual,22.32 kmpl,1582 CC,126.3 bhp,5.0
Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Manual,22.32 kmpl,1582 CC,126.3 bhp,5.0
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,5.0
Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Manual,12.7 kmpl,2609 CC,116.6 bhp,9.0
Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Manual,19.44 kmpl,1198 CC,67 bhp,7.0
Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Manual,21.12 kmpl,1248 CC,88.8 bhp,5.0
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Manual,16.5 kmpl,1493 CC,70 bhp,7.0
Maruti Alto 800 VXI,2014,229999,30000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Maruti Swift ZDi,2014,440000,70000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,5.0
Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Manual,18.0 kmpl,995 CC,62 bhp,5.0
Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,5.0
Honda City V MT,2012,330000,80000,Petrol,Manual,16.8 kmpl,1497 CC,116.3 bhp,5.0
Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Manual,28.09 kmpl,1248 CC,88.5 bhp,5.0
Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Manual,20.86 kmpl,1199 CC,75 bhp,5.0
Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Manual,18.2 kmpl,1061 CC,64 bhp,5.0
Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Manual,14.2 kmpl,1597 CC,92 bhp,5.0
Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Automatic,21.72 kmpl,1498 CC,108.6 bhp,5.0
Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Manual,25.4 kmpl,1186 CC,73.97 bhp,5.0
Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,5.0
Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Manual,18.2 kmpl,1248 CC,73.74 bhp,7.0
Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,5.0
Maruti Alto 800 LXI,2018,350000,44000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5.0
Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Manual,16.8 kmpl,1405 CC,62 bhp,5.0
Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7.0
Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Manual,20.73 kmpl,1373 CC,91.1 bhp,5.0
Hyundai EON Sportz,2018,350000,25000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,5.0
Maruti Alto 800 LXI,2017,300000,27000,Petrol,Manual,24.7 kmpl,796 CC,47.3 bhp,5.0
Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Manual,27.39 kmpl,1248 CC,74 bhp,5.0
Maruti A-Star Vxi,2014,250000,40000,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,5.0
Maruti Alto 800 LXI,2014,200000,40000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7.0
Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Manual,23.03 kmpl,1396 CC,69 bhp,5.0
Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Manual,20.3 kmpl,998 CC,68.05 bhp,5.0
Hyundai EON Magna Plus,2014,250000,40000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,5.0
Maruti Alto LX,2008,95000,80000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Tata Indigo CR4,2011,200000,70000,Diesel,Manual,23.57 kmpl,1396 CC,70 bhp,5.0
Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,5.0
Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,7.0
Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Manual,19.09 kmpl,1396 CC,69 bhp,5.0
Hyundai i10 Sportz,2010,200000,70000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,7.0
Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Manual,15.2 kmpl,1193 CC,65 bhp,5.0
Renault KWID RXT,2016,290000,10000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,7.0
Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Manual,20.0 kmpl,1399 CC,68.1 bhp,5.0
Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,5.0
Renault KWID RXT,2016,315000,60000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti Alto K10 VXI,2014,300000,70000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,5.0
Hyundai i10 Sportz,2013,325000,70000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,5.0
Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5.0
Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Manual,21.38 kmpl,1396 CC,88.7 bhp,5.0
Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,5.0
Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Manual,19.44 kmpl,999 CC,75 bhp,5.0
Ford Figo Petrol LXI,2012,290000,25000,Petrol,Manual,15.6 kmpl,1196 CC,70 bhp,5.0
Tata Nano Lx BSIV,2012,60000,90000,Petrol,Manual,25.4 kmpl,624 CC,37.48 bhp,4.0
Maruti A-Star Vxi,2009,120000,140000,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,5.0
Honda City i-DTEC VX,2017,850000,103000,Diesel,Manual,25.6 kmpl,1498 CC,97.9 bhp,5.0
Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Manual,13.68 kmpl,2393 CC,147.8 bhp,7.0
Honda City i DTEC V,2015,600000,128000,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,5.0
Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,5.0
Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Hyundai Santro Xing GL,2011,150000,40000,Petrol,Manual,0.0 kmpl,1086 CC,62 bhp,5.0
Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Manual,12.85 kmpl,1396 CC,99.6 bhp,5.0
Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Manual,17.0 kmpl,1405 CC,71 bhp,5.0
Maruti Ciaz ZDi,2015,730000,70000,Diesel,Manual,26.21 kmpl,1248 CC,88.5 bhp,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,8.0
Mahindra Xylo E8,2009,300000,90000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,8.0
Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,5.0
Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Manual,15.5 kmpl,1799 CC,132 bhp,5.0
Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Manual,24.4 kmpl,1120 CC,71 bhp,5.0
Maruti Ertiga LDI,2012,400000,90000,Diesel,Manual,20.77 kmpl,1248 CC,88.76 bhp,7.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Manual,12.99 kmpl,2494 CC,100 bhp,7.0
Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,5.0
Ford Figo Petrol EXI,2011,225000,15000,Petrol,Manual,15.6 kmpl,1196 CC,70 bhp,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Manual,23.0 kmpl,1498 CC,98.96 bhp,5.0
Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,5.0
Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,5.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,9.0
Tata Safari Storme LX,2014,540000,77500,Diesel,Manual,14.0 kmpl,2179 CC,138.1 bhp,7.0
Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Manual,25.2 kmpl,1248 CC,74 bhp,5.0
Renault KWID RXL,2019,325000,14700,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Manual,16.8 kmpl,796 CC,34.2 bhp,5.0
Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,6.0
Maruti Alto LXI,2004,70000,70000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Manual,17.5 kmpl,1298 CC,85.8 bhp,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,8.0
Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,5.0
Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,5.0
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Manual,13.58 kmpl,2499 CC,72.4 bhp,10.0
Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,7.0
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,5.0
Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Manual,13.45 km/kg,1086 CC,62.1 bhp,5.0
Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,5.0
Maruti Wagon R LXI,2005,65000,90000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,5.0
Ford Figo Diesel LXI,2015,300000,140000,Diesel,Manual,20.0 kmpl,1399 CC,68.05 bhp,5.0
Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Manual,12.7 kmpl,2609 CC,116.6 bhp,8.0
Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Manual,20.3 kmpl,1199 CC,84 bhp,5.0
Maruti Alto 800 LXI,2014,190000,70000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Manual,22.5 kmpl,999 CC,67 bhp,5.0
Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,90000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,8.0
Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,110000,Diesel,Automatic,18.49 kmpl,1493 CC,100 bhp,7.0
Maruti Alto K10 VXI,2019,350000,15000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,5.0
Maruti Alto 800 VXI,2020,360000,5000,Petrol,Manual,22.05 kmpl,796 CC,47.3 bhp,5.0
Renault KWID RXE,2017,285000,5000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti Alto 800 LX,2013,160000,70000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,5.0
Datsun GO Plus D,2015,229999,60000,Petrol,Manual,19.44 kmpl,1198 CC,67 bhp,7.0
Maruti Alto LXi,2007,85000,120000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,5.0
Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Manual,22.5 kmpl,999 CC,67 bhp,5.0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,675000,120000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,7.0
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,145241,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,7.0
Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,110000,Diesel,Manual,12.7 kmpl,2609 CC,116.6 bhp,8.0
Renault KWID RXT,2016,254999,30000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,5.0
Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,7.0
Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,5.0
Toyota Etios Liva GD,2015,450000,80000,Diesel,Manual,23.59 kmpl,1364 CC,67.04 bhp,5.0
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1630000,40000,Diesel,Automatic,11.36 kmpl,2755 CC,171.5 bhp,7.0
Maruti Vitara Brezza VDi Option,2017,725000,50000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,5.0
Tata Safari Storme LX,2013,466000,95500,Diesel,Manual,14.0 kmpl,2179 CC,138.1 bhp,7.0
Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Manual,16.0 kmpl,1368 CC,160 bhp,5.0
Maruti Alto K10 VXI,2014,229999,53473,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,5.0
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,9.0
Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,7.0
Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,5.0
Hyundai Xcent 1.1 CRDi S,2015,360000,120000,Diesel,Manual,24.4 kmpl,1120 CC,71 bhp,5.0
Maruti Alto K10 VXI,2018,350000,40000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,5.0
Hyundai Verna 1.6 SX CRDi (O),2012,500000,70000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,5.0
Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Manual,25.44 kmpl,936 CC,57.6 bhp,5.0
Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Manual,18.2 kmpl,1199 CC,82.5 bhp,5.0
